"probe","GSM254684","GSM254674","GSM254664","GSM254724","GSM254627","GSM254661","GSM254647","GSM254696","GSM254641","GSM254675","GSM254694","GSM254678","GSM254717","GSM254695","GSM254708","GSM254646","GSM254711","GSM254669","GSM254673","GSM254702","GSM254691","GSM254689","GSM254710","GSM254719"
"207923_x_at",6.281402422,6.162032182,6.240224633,6.23937745,6.450305291,6.234921589,6.16155129,6.285265814,6.307120528,6.572181385,6.197474914,6.031607356,6.455597168,6.643697989,6.174271271,6.101060533,6.118111471,6.210248686,6.22069791,6.106207265,6.252753025,6.120798434,6.227026619,6.310812124
"208241_at",7.468740865,6.692503725,7.135247029,7.159544773,7.473571742,6.845396091,6.962533555,6.715661268,7.193203201,6.965597096,7.144462601,7.315310285,7.488728123,6.647343838,7.392498731,7.414918881,7.709209979,6.934051735,7.093940253,7.325538376,7.362917027,7.508388345,6.864961034,7.074894996
"79005_at",8.292627964,8.302868817,8.490649684,8.565598303,8.467225948,8.5167418,8.482486529,8.6426672,8.511502263,8.550035844,8.483730019,8.488151324,8.731257477,8.439689212,8.464158731,8.457899132,7.958836627,8.530030138,8.464437519,8.422363512,8.479806437,8.27901725,8.41030389,8.68302628
"213888_s_at",7.410507852,7.228318874,6.766022306,6.416644277,7.012619308,7.582624792,6.854701359,7.707783172,7.011973063,6.057640441,6.602428767,6.181821247,7.029833657,6.950115557,7.74964086,6.814134464,6.295629641,7.858655001,7.297026135,7.117574695,7.607454725,6.905333301,7.405939567,6.898289655
"212878_s_at",7.01471376,7.841208936,7.682505538,7.651611061,8.378407171,6.671075161,7.71047177,7.092861877,7.13375711,7.400081592,8.00090025,7.385350315,7.532522227,7.655001578,7.623465984,8.388564586,7.426250931,8.62460994,8.348757812,8.236508139,7.512057985,8.023278297,7.730549687,8.551497781
"220648_at",5.679799557,5.441202022,5.54404686,5.45504853,5.580057576,5.451328709,5.452952583,5.296491766,5.348851089,5.465948432,5.40697421,6.044464651,5.664660596,5.4836014,5.407675124,5.28781831,5.574388042,5.286070788,5.292953209,5.398177647,5.481042461,5.280541234,5.309536715,5.231859444
"203177_x_at",7.323864505,7.3638582,7.080568904,7.309862727,7.874231134,7.92185506,7.670565318,6.902838935,7.715477883,7.003413621,6.556615069,6.788523263,6.923407833,6.364126857,6.229635552,7.493262049,6.91249398,6.679984498,6.95116089,6.567380682,7.131602908,7.447257507,7.770008022,6.722886443
"50376_at",9.331533217,9.232236039,9.267750109,9.119982974,9.343843839,9.267123877,9.158223468,9.429234474,9.268880022,9.241115187,9.853924885,9.051230074,9.266744892,9.406278776,9.510843628,9.327492268,9.256233843,9.378918902,9.296736861,9.40593859,9.39741437,9.231824114,9.227441358,9.382736349
"214080_x_at",11.21894141,11.04449667,10.77322628,10.83555691,10.8727069,10.86154317,10.9970845,11.0167683,10.93238461,10.85839642,11.17879354,11.11805342,10.92728485,11.05205706,10.97650513,10.80920819,11.081031,10.76952922,10.76457816,10.83297953,11.23254627,10.47248369,10.75073664,10.92955093
"207846_at",4.849138202,4.050753709,4.302342974,4.278224732,4.133328514,4.13676566,4.087737379,4.12837646,4.107792112,4.166545303,4.106227998,4.213351635,4.070632541,3.990372179,4.084892981,4.044733114,4.176753662,4.065936507,4.182063689,4.344071791,4.152366439,4.139284178,4.059793537,3.98328595
"220403_s_at",5.442546582,5.400356603,5.697959965,5.52848962,5.441223157,5.514357484,5.371128551,5.567479181,5.362162124,5.531137953,5.549687548,5.187029553,5.364615389,5.672570457,5.221783138,5.308598568,5.910465582,5.237934485,5.522091567,5.528167575,5.311018928,5.27397645,5.164679899,5.49955598
"210859_x_at",8.536879098,8.796775348,8.736609214,8.714310816,8.926575937,8.950888574,8.942132609,8.860489224,8.7740759,8.975136611,9.60268908,8.406855544,8.516596232,8.674694911,8.732790686,8.991900022,8.684287989,8.907904579,8.849940525,8.998208415,8.864221699,8.59884168,8.723473678,9.170987745
"206166_s_at",6.183652783,5.719341108,5.694296492,6.076780752,5.974215543,6.039759134,5.938518882,5.807394586,6.021379643,5.829243366,5.902286299,6.069147658,6.114567747,5.917592282,5.94704523,5.958412445,5.811242461,5.856620709,5.91171079,6.038545702,6.190772326,5.957538548,5.805764516,6.348784673
"210403_s_at",7.470528666,6.918112997,7.592058092,7.267265495,7.563334077,7.470091471,7.164429886,7.435890034,7.439907103,7.41611837,7.252645742,7.977964542,7.378548605,7.047021285,7.208042182,6.978508596,7.254673253,7.140393303,6.904481433,7.105470728,7.368846586,6.843019711,6.727711202,7.07694949
"215458_s_at",6.753853644,6.506696732,7.281322644,6.860353182,6.604909311,6.504902458,7.650226799,7.263665735,6.563950364,6.824815592,6.86946946,6.460341708,6.656659384,6.671505413,6.581680539,6.75830732,6.817623692,6.437008501,6.551134263,6.50315359,6.468665955,6.582486833,6.694034888,6.611375871
"220071_x_at",9.138050564,8.668379707,8.706140063,8.496204165,8.199767368,8.413884396,8.49983701,9.061134649,8.355818131,8.524394193,8.438996949,8.769867426,8.425733336,9.076181689,8.755163355,8.196394867,8.823047627,8.263309794,8.821202435,9.013565694,8.139230108,8.049136763,8.011864869,8.790818334
"204108_at",8.378907842,8.489719347,8.770127342,8.771827935,7.88892535,8.063901899,8.293435253,7.695442166,8.234963738,9.373616244,7.60422389,8.364465327,7.891195887,7.613075918,7.512793371,7.874991307,7.679931207,7.410618414,7.884500503,7.800449185,7.422495057,7.472966027,8.042506738,7.500182048
"209874_x_at",8.172352741,8.069125809,8.37505785,8.083463018,8.138023574,8.174600026,8.054566301,8.123355295,7.864469747,8.141989056,8.179637195,8.163207852,7.954234682,8.068575936,8.268839923,7.887191866,8.122184626,8.029035403,8.194698815,8.379538841,8.160203066,8.155832698,7.749384368,8.137354166
"215847_at",5.648907953,5.655728623,5.854801349,5.991506221,6.267220403,6.986379586,5.799871464,5.824864988,5.973456972,6.113351921,5.934048991,5.593361451,6.815135989,6.174518306,6.22248351,6.356225591,6.234755996,6.277529345,5.937547434,5.588288876,6.494410281,6.247821488,6.553666086,6.23084559
"201146_at",9.553268486,10.07914253,10.14413089,10.45938935,9.355749356,10.08318113,9.754443531,10.12707027,10.05617734,9.911083116,9.629745614,10.84697633,10.20526212,10.16088672,10.24534444,10.66607916,10.26787992,10.2219237,10.53534101,9.901453106,10.19112167,10.88664269,10.69196076,10.19873278
"218544_s_at",7.823798407,7.630863501,7.618682505,7.626814896,8.289313137,7.540083053,7.552849658,7.811306252,7.78284378,7.692793249,7.572417323,7.037002038,7.80623086,7.819791041,7.849083068,7.862952567,7.61144313,8.329320547,8.030222685,7.896880505,8.043314451,7.966328675,7.943675578,8.222247437
"208435_s_at",7.059484797,6.610910487,6.679558272,6.744709737,7.031121832,7.067381675,6.561445534,6.814561974,6.624729387,7.048457207,6.769015443,6.490610475,6.577595331,6.906480367,6.70577944,6.707202281,7.0055307,6.708260192,6.749611013,6.740913654,6.817835887,6.544698238,6.664700569,6.66360311
"212407_at",7.890533062,8.888643062,8.491118194,8.911167283,8.528048861,8.82755011,8.197267703,8.426629857,8.733926758,8.611260546,8.489648591,8.521118437,8.475174829,8.26957286,8.402728881,8.39590953,7.908056722,8.75958529,8.642036588,8.372988462,8.395730833,8.619540505,8.371751268,8.353720843
"201164_s_at",9.401105218,9.33908521,10.33505912,9.762032726,9.500316575,10.32450814,9.836348659,9.493335146,9.682401114,10.21399852,9.789720631,9.922491435,9.196982222,9.389444317,9.608597848,9.600668732,9.044276718,9.71962616,9.672920876,9.577206128,9.244285575,10.02494398,9.398501979,9.861524451
"215181_at",6.364279206,6.086153199,6.169686921,6.143362266,5.924363292,5.959081723,5.862675678,6.375825746,5.926814315,5.974680567,6.250647875,6.290621252,6.189482763,6.343096014,5.98670651,5.967742869,6.171055392,6.041481848,6.033228863,6.177570875,6.031478874,5.961217568,5.916951257,6.138490908
"220943_s_at",4.603042859,4.527517731,4.625695936,4.225412341,4.258965109,4.340609636,4.199142732,4.183908959,4.263516128,4.073659081,4.214679066,4.511146883,4.309685088,4.169449054,4.357983687,4.289549131,4.36340659,4.36412849,4.497874494,4.289307032,4.315656272,4.310729526,4.427151967,4.221842535
"214034_at",5.597315402,5.14777935,5.426858558,5.422309642,5.500641312,5.360827606,5.305327241,5.407668953,5.355722742,5.392318018,5.31024113,5.946882598,5.483440767,5.364471808,5.636110804,5.371013669,5.646046207,5.38706754,5.364603211,5.29551227,5.636464693,5.845221255,5.22786408,5.467966344
"205180_s_at",8.135742209,8.694723961,7.861668535,8.307164006,7.628072334,8.955852786,8.368985168,8.632741678,8.470745648,7.810908901,8.108210014,10.19370041,7.556930296,8.494030441,7.635686737,7.35312779,8.094403275,7.78689959,7.740872379,8.15858029,7.458412261,7.375486952,8.366479464,7.937598907
"206848_at",7.427093445,7.539322549,8.337760014,7.66931061,7.757560144,8.58480769,7.45301421,7.89261723,8.78801139,8.341704445,7.950757499,8.455363955,7.820743021,7.485237478,8.015055112,7.138623409,8.047993216,7.479596916,7.784032963,7.634703551,7.837768763,7.711112311,7.334646441,7.389854681
"204701_s_at",8.042008452,8.120813496,8.518544881,7.926348692,8.175133444,8.060187431,8.143836279,8.025018003,8.022650447,7.938697592,8.545278756,7.986365522,8.092669235,8.111730585,8.153229054,8.120758323,8.252249882,8.168543255,8.053779782,8.128822736,8.268636091,7.940150357,8.149878336,8.220769263
"203131_at",9.70343161,8.937508536,8.52974543,7.588871481,7.130687422,9.702472078,9.323977495,9.701987425,8.598382418,9.866502143,9.064192751,9.116430033,9.498519056,9.149152336,9.694535193,10.14231957,9.663389952,9.849189657,9.509210076,9.935361676,9.473245376,10.12865204,9.643970104,10.08907803
"208585_at",6.991659544,6.517796838,6.693049582,6.645232652,7.347205407,7.068710351,6.797833345,6.744669019,6.888432135,7.092011359,7.009975235,6.901529856,7.285167563,6.824835559,6.961166856,6.728465464,6.769840818,6.951949872,6.660561547,6.765825879,7.168735678,6.859855322,6.946678435,6.58017252
"203142_s_at",9.366907297,9.450916273,9.494733653,9.567939334,9.690349532,9.441295136,9.008830721,9.281942071,9.574793228,9.189232512,9.18519025,9.610502755,9.440113391,9.149872154,9.376406247,9.464371995,9.216291868,9.282137239,9.433549063,9.050235998,9.378960739,9.412389177,9.716419494,9.370544447
"208476_s_at",6.538047492,6.047826145,6.083861635,5.948884284,5.908388784,6.171319912,5.852333838,6.413702415,5.75280957,6.250774978,6.040947032,5.783626646,6.233537999,6.712343829,6.224730408,6.095399339,6.280299649,6.397789332,6.359060266,7.00849931,6.102404477,6.241206088,6.263843104,6.588883493
"211935_at",10.33761576,10.06901448,10.47515139,10.64263338,11.03081387,10.69970075,9.859033332,10.57939659,10.40072966,9.576914134,9.544036584,10.13647519,10.14218216,9.968662606,10.01211462,10.45966473,9.475846216,10.19870997,10.21930797,9.488696979,10.36483661,10.49916967,10.38616156,9.987809843
"211726_s_at",8.507903376,9.000644079,8.647284202,8.385408518,8.133546565,9.259903589,8.019614985,9.777342082,8.425862638,9.685685119,10.0003294,9.344947816,11.54871435,10.61590734,11.71079765,10.75438411,11.80380413,11.83129784,12.13424896,11.70124126,12.04529544,12.01264073,9.258696007,12.17132854
"212601_at",7.504147448,7.643089795,7.579819933,7.958946072,7.371604174,7.721277288,7.795033083,7.916051534,7.261023379,7.532081352,8.115952145,7.447941791,7.983566444,8.175291288,8.544691959,8.446194871,8.256006942,8.734327956,8.03274651,8.118239433,8.16847095,8.770235211,8.018429871,8.11964601
"214350_at",6.014232848,5.567268574,5.876300928,5.845500115,5.894733837,6.192734156,5.791856356,5.762229669,6.182664958,5.887335295,5.735803664,5.752758947,5.805034222,5.559168293,5.685616027,5.608421348,5.81754084,5.626264774,5.472180642,5.642939944,5.877958637,5.417174457,5.338839527,5.496314894
"205917_at",7.537185658,7.666989715,7.881685758,7.581694005,8.047899499,8.22409984,7.750897828,7.762065137,7.637059819,7.978902076,7.670209157,8.775630068,7.965141214,7.604623342,7.902684249,7.870780293,7.893439608,7.969292118,8.147017046,8.41609476,8.058583821,7.646154773,7.441095514,7.995610785
"201222_s_at",9.275203825,9.562036779,9.704853437,10.15304969,9.443970219,9.649451899,8.738749868,9.361172718,10.06240839,9.365120708,8.335831126,9.73101183,9.061553515,9.070418694,8.168585765,8.550647566,8.792820455,8.486966699,9.244039245,8.631189146,8.828002413,9.184970489,9.59710669,9.17175473
"203025_at",8.183951393,8.490658439,8.223487954,8.549643267,7.972063718,7.667146549,8.663150522,8.261601313,8.222327894,8.732378791,8.290753878,7.786393843,7.842041206,7.875568273,7.964216605,7.887428075,7.956466794,8.233141398,8.052452598,8.134017366,8.083452422,7.693209734,8.086389427,7.972498881
"213392_at",6.693004674,7.766317747,7.737563425,7.712158106,7.252735375,8.090071887,7.24992656,7.306527373,8.011015559,7.689526043,8.152558427,7.897099105,7.969846256,7.593139156,8.213601344,8.578326815,7.66857061,7.954690599,8.564520561,7.617457044,7.805250212,8.450886446,8.056916776,8.220847957
"219662_at",6.60477259,6.543650546,6.858662111,6.59544855,6.883968173,6.728130829,6.492380993,6.729442288,6.64854722,6.902774883,6.159638586,6.687481427,6.374610161,6.178051797,6.404902302,6.287643328,6.246199991,6.181194208,6.207611767,6.210457815,6.491391445,6.270119513,6.329435199,6.002181422
"201169_s_at",8.141045808,9.005464411,8.979673325,7.654248735,8.523603148,7.594130741,8.899937939,8.096099873,9.657040679,8.48128935,7.935526575,8.30613585,8.446771348,8.240101122,7.194456503,8.198311714,7.892203838,7.401227145,7.508116017,7.682127911,7.35512962,7.394952768,8.254361898,7.92747222
"41644_at",9.874906867,9.83160569,9.757840252,9.76480039,9.632244115,10.23977115,9.635936601,9.800819817,9.503938458,10.23292892,10.17187561,9.80546967,10.99803995,10.72128926,10.58591508,10.6758851,10.74830924,10.9609965,10.83830593,11.30515411,10.44706072,10.74662229,10.37184297,11.1781221
"216191_s_at",5.215120763,5.347145476,5.267098626,5.048061855,6.136098202,5.32179671,5.100100927,5.342830913,6.265039054,5.208284765,5.075080171,5.629218552,5.500670128,5.310661303,5.426016035,5.690193202,5.029389189,5.622785908,5.953247506,6.031096928,5.568760768,5.632080404,5.744488768,6.383729511
"219328_at",8.144574462,8.111677817,8.041660307,8.17738405,8.368589122,8.027297463,8.113765263,8.200442176,8.176100978,7.95646355,8.334902912,8.019694674,8.102303204,8.159606246,8.053016749,7.943427216,8.215033755,8.007230474,8.119273644,8.057502621,8.041765516,7.696232353,8.031969398,8.239448338
"221388_at",6.35888241,6.395188305,7.114774909,6.440888644,7.03130104,7.019284334,6.413996315,6.630601463,6.857882816,6.996083984,6.541333608,6.927946287,6.805686177,6.604889537,6.643653777,6.429997424,6.808234266,6.559630802,6.409982279,6.248022145,6.964952027,6.319134807,6.205061231,6.114476775
"202373_s_at",9.330442544,9.712262472,9.690804533,9.910941537,8.824578564,9.990212376,9.295237874,9.425131272,9.950651872,9.864973508,9.456727519,9.573061081,9.203132012,9.289795971,9.4051765,9.618967165,9.335981157,9.565720495,9.531413027,9.530321646,9.268255652,9.547237946,9.452824822,9.570578301
"210586_x_at",6.956887374,7.211124845,7.097015737,7.255057659,7.610443593,7.36376128,7.238643545,7.302375543,7.439145497,7.696571399,7.712826554,7.448658943,7.327804634,7.552105094,7.461168477,7.281165223,7.342395065,7.200156005,6.984994545,7.304325992,7.3407692,7.25180902,7.485768474,7.328483583
"209732_at",9.474846087,9.234356071,9.928558032,7.908311806,11.5646159,8.94014398,8.507522951,9.678875981,8.920595425,9.173580483,8.511457129,9.201038451,9.524919735,9.220501185,9.379769255,9.392508394,9.281835527,9.422061818,9.860405258,9.182775758,9.367214438,10.06056143,9.46038475,9.171921121
"208726_s_at",10.28059247,10.13365609,10.68521338,10.16489737,10.59378992,9.883091808,10.95890118,10.23682969,10.05022787,10.52193311,10.18996128,9.751453208,9.746215292,10.33360032,9.961266921,10.27919793,10.06757264,10.10448579,9.994392056,9.876205684,9.786255864,10.90387206,10.47634292,9.931934263
"201727_s_at",8.601918008,8.899993328,8.807836914,8.546611027,8.809872235,8.506388737,9.232016908,8.568190612,8.735504183,8.666150913,8.864057149,8.183560486,8.285998893,8.169326078,8.284668704,8.625529564,8.400733154,8.618653372,8.25395372,8.400476445,8.065011155,8.973037246,8.715550216,8.565837441
"219393_s_at",5.168474696,4.818073671,4.94494444,5.116582263,5.236377163,5.296714266,5.14949225,5.099094763,5.075772032,5.165940172,4.96890266,5.319897111,5.400050499,5.179911426,5.207775336,5.267272669,5.108850319,5.138729807,4.878177117,5.108906695,5.129230747,5.098363286,4.9667902,5.052590713
"220265_at",6.267254071,4.970109397,5.238093629,5.006359079,5.329604365,5.037189864,4.984611998,5.136483876,5.0256402,5.056284909,5.231400864,5.56854838,5.123370968,4.889699559,5.124577344,5.101493729,5.562100911,5.244525641,5.076850886,5.227888132,5.190629063,5.029988878,5.152411464,5.062734687
"220825_s_at",6.509559244,6.591537514,6.892607474,6.642983376,6.895357992,6.619771335,6.607770154,6.752702634,6.529673727,6.558761361,6.809328616,6.936142314,6.902490111,7.030517968,6.716651892,6.492196541,6.639312678,6.601244921,6.737884703,6.685853533,6.621588131,6.637640783,6.348872144,6.74181147
"211849_s_at",5.237707429,4.871675522,5.06109533,4.839811483,4.850635813,4.957879682,5.015525659,5.008424576,4.897662987,4.799765389,4.862875224,5.165953441,5.005721697,4.82910576,4.835181354,4.681500067,4.935804797,4.797658418,4.935242894,4.705296397,4.87109186,4.843866475,4.752529109,4.85717325
"221628_s_at",6.797771872,6.593037406,7.126299637,6.974665664,7.322310759,6.898330193,6.681256272,6.950945541,7.160993395,6.869859118,7.20834824,7.11643401,6.784519844,7.277751558,6.710797453,7.029220358,6.784378911,6.753034427,6.974753981,6.876768524,6.557943121,7.058121411,6.485449233,7.390950856
"43977_at",10.05750344,9.770292756,9.666548264,9.643122607,9.965734309,9.761584268,9.802782106,9.76688194,9.746304568,9.800973095,10.11025487,9.603263607,9.719091427,9.899505406,9.81828728,9.608598159,9.870915943,9.796883974,9.632860905,9.720758229,9.736500048,9.613471716,9.866822244,9.648925681
"220284_at",6.824006585,6.354085892,6.506629835,6.451446898,6.242922865,6.636894448,6.45706757,6.60685687,6.413725079,6.508277977,6.502269991,6.728145451,6.174136927,6.648369734,6.333010424,6.109646152,6.601384448,6.017348177,6.096373127,6.767520709,6.255825987,6.094952436,6.228155439,6.080980984
"211096_at",7.308920544,6.596288392,6.463791697,6.762996596,6.410447096,6.560248705,6.526575082,6.540785762,6.271827819,6.40570491,6.523027139,7.205537137,6.388735483,6.699015832,6.166436586,5.933307936,6.97390862,6.340910895,6.820024234,6.242228874,6.293919002,5.919312775,6.085418747,6.841089949
"212682_s_at",9.879835409,9.816140059,10.08055487,9.824167454,10.37134749,9.68366253,9.885367531,9.921404704,9.729603563,9.821575179,10.38858526,9.654735824,9.965988731,9.985193287,9.834684832,9.752137775,10.08060887,9.938661542,9.770987446,10.11825754,9.769924536,9.433941556,9.691197012,9.884175058
"203829_at",7.808280024,7.799967092,8.229477945,7.640083971,7.774046924,7.896202844,8.034003049,7.566360626,7.855726886,7.905791541,7.900128266,7.430252201,8.065904589,7.714403014,7.928324208,8.054939537,7.627563381,8.118685418,8.130504961,7.566275907,8.119728823,8.538705281,7.972686443,7.985008516
"201616_s_at",7.045032811,8.522511847,7.085644203,7.781033348,7.838127998,7.804352813,7.107314007,8.428458851,8.092075436,8.253819318,8.343446345,8.420831014,9.327552122,8.993492252,7.876672665,8.730720403,8.118677017,8.578643158,8.84358136,9.372973366,8.047261141,9.02414872,9.559845412,9.006508678
"203061_s_at",8.368155922,8.217876159,8.202350549,8.494764124,8.674795228,8.458203603,8.470194487,8.390349769,8.215148278,8.704679216,8.078622003,8.376404893,8.20263401,8.143896597,8.160428549,8.241289961,8.243828526,8.045783759,8.071542065,7.90653574,8.044698063,7.648056032,7.824219097,8.29311864
"200920_s_at",10.55525797,11.06572011,10.66364837,10.32688338,10.48539157,10.68850903,10.99197331,10.84043383,10.90036249,10.58964538,10.81429422,11.14062114,11.45319701,11.32190864,11.38539677,11.22391026,11.16220045,11.18881812,11.76863032,11.84869063,11.481305,11.82414297,10.98772546,11.44220137
"213637_at",6.597510706,8.020903411,6.859594151,7.391838151,7.269975097,7.107904733,6.761134927,6.870705079,7.060921013,6.989565208,7.014300674,7.849167624,7.153473706,6.889901699,7.265827607,7.184305899,6.855891849,7.012903622,7.081838012,7.188720573,7.030135216,7.390779389,7.398368832,6.991410903
"210626_at",6.521760293,5.996844712,6.997849301,6.308298255,6.148771745,5.9806752,6.173015088,6.161467376,6.23752581,5.971638513,6.267877816,5.679638707,5.989780329,6.446243389,5.994718323,5.945755159,6.53243355,6.086937358,6.176506883,6.138156394,6.191806436,5.931547104,6.019245754,6.149897337
"217350_at",5.909402759,5.379200574,5.964229176,5.834449818,5.526093372,5.492173479,5.376025317,5.616940873,5.661353359,5.75160145,5.752134026,5.587902259,5.37990688,5.819087583,5.290254796,5.431935279,5.71598608,5.475882964,5.400493325,5.394797002,5.430471187,5.513665198,5.513665198,5.540234795
"208072_s_at",10.33933778,9.508068913,10.19458887,10.18961999,10.15092124,10.00171396,9.795924051,9.801271818,9.936461756,9.864592699,10.2143649,9.615261898,9.937246395,10.35447362,9.995894783,10.13517211,10.49131379,10.03271503,9.818374512,10.01855149,9.790563267,9.832302937,10.30772597,10.0413022
"216117_at",7.758968334,7.3910133,7.630453526,7.27609888,7.784292799,7.473792738,7.261917814,7.23307635,7.488903912,7.426006371,7.572396199,7.368289848,7.43179718,7.698107379,7.458095019,7.264268963,7.676058712,7.43266874,7.419866463,7.507439587,7.504365607,7.34786967,7.419101328,7.338701099
"211926_s_at",10.32653311,10.90272958,11.07595988,10.16742782,10.45981065,10.41317731,10.62108317,10.79558506,10.17737277,10.60044335,11.28465683,9.986444032,11.09500946,10.54204038,10.52370975,11.02171857,10.530301,11.08466153,10.6565639,10.75866061,10.4635281,10.6406082,10.63670734,11.07034178
"204468_s_at",7.488574688,7.88423037,6.672991224,7.124140959,6.931017635,7.093668378,7.030777788,7.19330999,7.4105987,7.278107835,7.918977373,7.315038469,10.1865917,9.197479772,9.062055492,9.487157724,8.343144326,9.849295743,10.43956833,9.984444117,9.333452344,7.92577987,9.635654665,9.892185909
"212673_at",9.692354448,9.107229369,9.571747722,9.590903373,9.190116155,9.419701559,9.155057111,9.286474443,9.352041356,9.158877463,8.955663979,9.380218103,8.978207953,8.821426204,9.197833501,9.187559847,8.645025113,9.152365541,9.186527434,8.876517571,9.101164847,9.611098737,9.583577464,9.097695792
"210196_s_at",4.360253188,4.009740345,4.13681753,3.925784318,4.045504561,4.018129332,3.986695731,4.035328505,3.986847134,4.141027248,3.971543622,4.259904257,3.931600618,4.190083932,4.025477545,3.92586604,4.373839837,3.986338408,3.896129428,4.152781961,3.987602977,3.962511365,3.928632173,3.898868141
"217031_at",5.997266555,5.404190407,5.521663706,5.471763007,5.925678469,5.828797165,5.659144447,5.61754881,5.671574843,5.660128812,5.786595943,5.547372271,5.839298243,5.66360781,5.763279946,5.529834927,5.438149257,5.848807187,5.779939114,5.688095004,5.818849009,5.676703151,5.504996605,5.561843351
"209300_s_at",7.603121962,8.428679438,8.452535891,8.324020077,8.668997477,8.595670165,7.8022875,7.875476985,9.020650973,7.993471054,8.781799918,8.468800941,8.686683593,8.050080138,8.432226243,8.73452726,8.042098833,8.328950727,8.406820143,8.153380261,8.796615922,8.666626036,8.684421886,8.282658826
"203033_x_at",8.223983243,8.882774382,8.429785903,9.724806435,8.931842068,8.704836329,8.636024187,8.883178253,9.208597418,9.049434656,8.94306484,8.80795749,8.4767008,8.797757334,8.617113334,8.520308757,8.52737517,8.817303583,8.720774855,8.455797435,8.695731102,8.87472551,8.839772791,8.65630187
"205194_at",5.449614896,4.975678051,4.879972476,4.858298348,5.086452535,4.687248199,6.164341369,4.988240666,4.366994366,4.767130515,5.040153125,5.197569746,4.591446228,4.66155505,4.876325875,4.690228275,4.931229356,4.657554295,4.551941497,4.675275927,4.783791185,4.658996001,4.823455478,4.567987055
"208263_at",5.86210601,5.02233161,5.500506371,5.222964077,5.285649749,5.21181668,5.21440274,5.17109743,5.202866546,5.235594056,5.282198364,5.698979049,5.370502304,5.15315338,5.284735196,5.216456887,5.41387324,5.180823338,4.849901061,5.219476871,5.321411554,5.160507858,5.183906971,5.239906156
"210135_s_at",5.684872967,5.431902429,4.916752774,5.620367807,5.195304557,5.110809438,5.083472516,5.867682804,5.950974558,5.645470448,4.721377581,5.66404262,5.014864025,4.79899655,4.748699255,4.852051302,4.809599522,4.853274583,4.70147081,4.971611566,4.870985272,4.689503059,4.57848774,4.84383002
"214503_x_at",6.494369303,5.489238202,5.813769401,5.356900261,5.874699462,5.614642352,5.540426891,5.559622521,5.504074181,5.489457405,5.838560858,5.781942631,5.795024509,5.862439039,5.675822009,5.506250684,5.941543162,5.743567316,5.571223716,6.02172531,5.608372204,5.644932558,5.56468739,5.439799969
"220783_at",6.253963442,5.643839512,6.130074855,5.964032864,6.151229987,5.802288888,5.907758006,5.911284859,6.072929931,6.095222653,5.957990353,5.691010848,6.138583463,5.98119698,6.146491606,5.750186578,6.304997506,5.838360555,5.751139413,5.643322307,5.935676697,5.921079134,5.888661531,5.812094926
"216752_at",4.363915406,4.04006817,4.152486325,4.232597674,4.226024835,4.175386067,4.101050164,4.090678952,4.090875093,4.202353329,4.177940526,4.702241739,4.229805626,4.135636349,4.125901897,4.057346186,4.459932807,4.15807414,4.049514624,4.153257381,4.149859685,4.15461227,4.051776202,4.033741066
"208929_x_at",13.02577432,12.03754273,11.88962102,12.20238476,11.02604056,12.75111967,12.42586012,12.33521725,12.1519767,12.42283425,12.52173393,11.95278879,11.8298846,12.39221917,12.31458987,12.26129432,12.10535049,12.33624788,12.34494985,12.50241402,12.00111855,12.31087129,12.39136644,12.27378258
"209108_at",8.270127112,10.17389866,10.44661273,9.241343247,9.556817066,8.993106999,9.210290691,9.019995557,8.370572906,9.284864141,9.621433391,8.386846194,8.282679914,8.208945658,8.737004524,9.178072915,8.141889596,8.241867449,8.860741669,8.472540224,8.30326563,8.71976676,8.658045837,8.932999392
"207836_s_at",6.856141825,8.447976421,6.939385018,7.429831014,5.966926376,8.504950013,7.034111673,8.094535472,8.62624553,7.455259653,7.803547182,5.897160347,8.123434769,8.524067291,8.700642373,8.414131784,7.89674188,8.727398086,8.271942835,8.228158251,8.385838999,8.473434756,8.810335428,8.325853023
"220476_s_at",6.523363821,6.350582637,6.308258401,6.611395797,6.606814665,6.342123048,6.283312149,6.562272533,6.344061573,6.494745809,6.557054144,6.957696102,6.510148977,6.611638473,6.380348183,6.276568325,6.89043905,6.419754543,6.364956146,6.646619329,6.470969592,6.164136731,6.025432117,6.559134825
"204639_at",8.728527467,8.062032002,7.461670961,8.280553039,8.219423187,7.859618158,8.193498536,8.548305882,7.643289157,7.547180393,7.436947415,8.633484484,8.033277047,8.289568932,8.041585508,7.650450547,8.073384525,7.867620397,7.818444437,7.905919971,7.74618994,7.849734054,8.346676856,7.659565838
"203748_x_at",10.05477296,10.00817851,10.70410997,10.42911283,9.380163622,10.62927608,10.61271262,10.09106281,10.02307613,10.57387614,10.39442359,10.74253066,10.55002526,10.53389543,10.44791935,10.6935285,10.40898116,10.73697289,10.83845109,10.83702956,10.49190999,10.99148438,10.66045979,10.99711188
"221154_at",4.359993188,4.138193302,4.250101693,4.230127871,4.300908357,4.22525103,4.277547591,4.201189048,4.32564671,4.439733565,4.250520904,4.719454962,4.235466782,4.121450322,4.196433739,4.196392757,4.340630461,4.130206698,4.123903532,4.248739746,4.189717174,4.15287972,3.995651566,4.150268725
