"probe","A","M","pvalue","padj"
"202776_at",9.289438514,0.157662592200007,0.193464640252797,0.368738196161621
"207061_at",7.10217544825,0.120763670100003,0.193825566394931,0.369064051812267
"215707_s_at",8.708372716,-0.150715564799997,0.193881648552044,0.369064051812267
"218253_s_at",9.8001546276,0.16788898220001,0.194114955582151,0.369223061429584
"207632_at",5.4071880632,0.101453452600003,0.194264907212994,0.369223061429584
"214479_at",6.87327172865,0.156578293900004,0.194334404665771,0.369223061429584
"218222_x_at",7.8609496519,0.123472677800005,0.194922274993014,0.369797715684951
"216753_at",7.5466888134,0.107977161800006,0.195058742092271,0.369797715684951
"219442_at",8.1910020569,-0.179057030399994,0.195138126379954,0.369797715684951
"217935_s_at",8.4457231658,0.162279502400006,0.195241044094266,0.369797715684951
"221157_s_at",5.3405292087,0.126414345200001,0.195253193881654,0.369797715684951
"209828_s_at",7.28431922335,-0.106593617499996,0.195523372771977,0.370075784426456
"215977_x_at",7.62734339955,0.1627280139,0.196037077210412,0.37081414352537
"218909_at",8.1546388641,0.232725410200006,0.196402177180527,0.371270656295892
"207959_s_at",5.0353925692,-0.145954840799999,0.198131663742831,0.374205323825725
"209131_s_at",5.2134303435,-0.207528946599998,0.198204086519692,0.374205323825725
"218328_at",7.9714948551,-0.137651787799996,0.198333598714025,0.374214337196275
"210724_at",7.4208294641,-0.163771108599995,0.198606619396021,0.374493939778796
"218421_at",8.9125864434,-0.185669366199996,0.199126810227036,0.375004850188097
"219017_at",6.73866257665,0.214444273300003,0.19912757544988,0.375004850188097
"205522_at",6.87365832795,0.128146545900003,0.199563713598654,0.375590427099098
"206760_s_at",7.1004231893,0.104527723600004,0.19982224534007,0.37568688692935
"222373_at",5.06855835425,0.117375232500004,0.199913858080883,0.37568688692935
"221038_at",5.19959034075,0.0980147479000024,0.199990652808724,0.37568688692935
"209488_s_at",9.68775525605,-0.334094302099992,0.200599228759058,0.376594296794227
"219522_at",6.78985960665,0.125531184500003,0.200878625949593,0.376741859736068
"215249_at",5.1620924387,0.0909825842000025,0.200928991859236,0.376741859736068
"202137_s_at",6.12766916775,-0.318202050099996,0.201878243172285,0.378285277649503
"222383_s_at",6.4203920293,0.135389090200004,0.202582081336753,0.379367193514518
"209628_at",7.9516487293,0.198208129800008,0.203101159048936,0.380101982000504
"222142_at",5.59889564185,0.091175845500004,0.203230597028811,0.380107101674834
"221961_at",5.90733827885,-0.104306163699996,0.20379934147657,0.380933348554337
"203098_at",9.07598062845,0.173782319100006,0.204109934521951,0.381276340950096
"200924_s_at",9.2478204559,0.225165801200003,0.204240125917702,0.381282126790981
"208491_s_at",6.99278977855,-0.104485104099994,0.205322541829474,0.382623929864066
"202742_s_at",7.2118272539,-0.235629417599997,0.205353375485266,0.382623929864066
"221963_x_at",7.7282668626,0.1514851438,0.205444143431147,0.382623929864066
"207489_at",5.1063413229,-0.115291925799999,0.205493293006917,0.382623929864066
"212030_at",8.4634752344,-0.220025707799994,0.205596591646958,0.382623929864066
"205937_at",5.8811378497,0.140077778800006,0.205992611020721,0.383123269102395
"208155_x_at",7.9549406837,0.646517216600003,0.206493117434775,0.383816203410362
"212159_x_at",9.55230413845,-0.140489339899993,0.207003965430024,0.384527489962893
"207448_at",5.21010000105,0.111266132100003,0.207753025040775,0.385680120744013
"215854_at",6.11962504455,-0.0928451826999988,0.208264078073055,0.38628636705795
"215960_at",7.0725074141,-0.112190679599997,0.208337113966588,0.38628636705795
"212877_at",6.8699793573,0.252358111600006,0.209158006441404,0.387448550633758
"221626_at",6.1426851477,0.0778699342000042,0.20922221734223,0.387448550633758
"202803_s_at",9.7778984658,-0.342069679799993,0.209559223419978,0.38783323273284
"206906_at",5.37822267185,-0.195902818699999,0.210029117593785,0.388463226129073
"204377_s_at",6.67195017125,-0.107592983099998,0.210199305737228,0.388538457924636
"206286_s_at",5.70923921485,0.0801367997000035,0.210639504886259,0.389112385873631
"203500_at",6.88862651335,-0.112339092499995,0.210774007435529,0.389121244496361
"211951_at",9.74464238995,0.183479511500003,0.211863668279095,0.390568080923812
"220146_at",6.03066521305,-0.198301111099996,0.211927228965101,0.390568080923812
"201102_s_at",8.0538138181,0.136071881600004,0.211948278581322,0.390568080923812
"221353_at",6.09792691645,0.0716516411000017,0.213424265837108,0.392942703226589
"220604_x_at",7.16889236935,0.106566874500006,0.213498868753113,0.392942703226589
"220694_at",6.4359866402,-0.179847964999997,0.213799407776367,0.393254582053403
"220437_at",5.4427517928,0.0918613972000033,0.214450756731983,0.394210949874969
"214926_at",7.79917911745,0.100192854100006,0.214815402679074,0.39463944154147
"320_at",6.1801501096,0.158555647400001,0.214949048982315,0.394643296785155
"209957_s_at",6.9379871761,0.122372252600005,0.215350880734894,0.395139230706228
"202373_s_at",9.5197252669,0.159596776600004,0.215513122952925,0.395195213238861
"209819_at",4.2358143841,-0.0658712991999986,0.216762823575738,0.397102146953987
"208346_at",6.64050652495,0.134733117500003,0.216817772236877,0.397102146953987
"208198_x_at",8.0670484614,0.0964014398000064,0.217421447895033,0.397722517026885
"210245_at",5.0309129023,0.0840083176000022,0.217421642641364,0.397722517026885
"208210_at",7.6952903203,0.118004887600001,0.218093360423334,0.398355345980594
"215336_at",6.1267380741,-0.109857532799997,0.218140985561663,0.398355345980594
"221175_at",5.94479374875,0.102352639300002,0.21825115154791,0.398355345980594
"204010_s_at",4.85565796005,-0.1294426563,0.218298729597366,0.398355345980594
"219643_at",4.3094688346,-0.0834355963999984,0.219968828186136,0.401158957178364
"222118_at",4.85568803715,0.114436990700002,0.220206593155616,0.401348590198571
"208257_x_at",7.98645578965,0.118784002500003,0.220684788213205,0.401975934814581
"208354_s_at",7.38780462635,-0.104408210499998,0.221156007086355,0.402589818725161
"202864_s_at",8.88172241365,-0.230443688699999,0.221829322665077,0.403570629469515
"215727_x_at",6.0218859254,0.0969913998000038,0.223015706645219,0.405414790352741
"219835_at",5.9882492641,0.153457592000004,0.223113272957458,0.405414790352741
"207818_s_at",4.62953544985,0.082793266100003,0.223745929081767,0.406301440208719
"217035_at",8.6087353413,0.0692613184000024,0.223872093555004,0.406301440208719
"221728_x_at",6.99212593305,-0.9030360747,0.224847554033502,0.407685229965852
"221516_s_at",9.71885508575,0.124649556100005,0.224906466083101,0.407685229965852
"219596_at",6.83617261265,-0.123582444499993,0.22504224694115,0.407685229965852
"217513_at",4.8084800962,-0.108878922599997,0.225419217546296,0.408020920479095
"205209_at",7.30394019965,0.272329877300004,0.225555863656488,0.408020920479095
"221068_at",5.88218315095,0.125591346100001,0.225635569024939,0.408020920479095
"206563_s_at",5.60070161645,0.0995106377000017,0.225818935499916,0.408106509939607
"217913_at",9.2057616581,-0.218903966599994,0.226303957897903,0.40873682943631
"213436_at",5.85522752985,-0.3446153991,0.226899307667932,0.409301054000646
"202495_at",8.1871105958,0.202511164400004,0.227008155248772,0.409301054000646
"216374_at",5.9575612948,0.110960276600005,0.227025651285692,0.409301054000646
"212440_at",8.8826763272,0.105236802800006,0.227365347675117,0.40966729310832
"211918_x_at",8.29121621935,0.0870169515000025,0.227906962229701,0.410396690689738
"201121_s_at",10.741408227,0.152628948000007,0.22817463424694,0.410632215201451
"214715_x_at",8.4508172358,-0.190059756199997,0.22842531870249,0.410836904141169
"213134_x_at",10.36487119415,-0.268816035100002,0.228922979188464,0.411485283142835
"204673_at",7.0711629822,0.103667805000002,0.229064640018686,0.411493365303028
"201272_at",10.7596727728,0.328617791600008,0.229862225382601,0.412679040184203
"213171_s_at",6.92971328285,-0.132892756899995,0.231307377559207,0.415025198969868
"204529_s_at",5.57238284035,-0.216734357299998,0.23226763993135,0.416410515025031
"211624_s_at",7.12882209895,0.115705726300002,0.232369092435942,0.416410515025031
"215847_at",6.1073198358,-0.191421775599996,0.232495870888975,0.416410515025031
"203085_s_at",8.5246603689,-0.272961884399995,0.233028442012027,0.417115349663533
"203166_at",8.79516086135,-0.245694283100001,0.233333477062683,0.417412302437716
"208636_at",10.3089714819,0.123151544200006,0.234191367991371,0.418554823162236
"208145_at",5.1506027858,-0.0964767325999976,0.234278608425449,0.418554823162236
"208885_at",10.3092183041,-0.235841589199996,0.234390700970852,0.418554823162236
"217316_at",4.84703830775,0.0872621403000045,0.235303349673764,0.419830836714719
"217600_at",7.2132616687,0.113086110400003,0.235385155784719,0.419830836714719
"215640_at",8.00377574155,0.119145025300005,0.236003964281355,0.42068442830901
"202960_s_at",8.7469204516,0.231490505400005,0.236963248009236,0.422143553460634
"220031_at",5.42786164785,0.0915072469000053,0.237382907200004,0.422640190860541
"211140_s_at",7.1077935034,0.0981772974000013,0.238196231083062,0.423836710112209
"221583_s_at",5.5446679745,0.251260902800002,0.238461240009858,0.424056739792279
"203506_s_at",8.1043751838,-0.0914559369999957,0.239958779444086,0.426467025078351
"217898_at",9.35949445115,-0.181209928699992,0.240225620703969,0.426665135818386
"205888_s_at",6.8111373421,-0.126545059999996,0.240415490581063,0.426665135818386
"207846_at",4.17347240925,0.101256190500001,0.24049691488963,0.426665135818386
"212074_at",9.58866339315,-0.1803284401,0.240643611119844,0.426673069361426
"218927_s_at",8.2166976117,-0.165209944999997,0.240923857938412,0.426917645490394
"206374_at",7.4365264544,-0.160645670999994,0.241706016269986,0.428050796227838
"200867_at",8.2370074062,-0.211663288599993,0.241907176761487,0.428154295153074
"208486_at",7.4887767185,0.136151585600004,0.242304097800397,0.428507704513169
"209660_at",8.61669336635,-0.0935917774999968,0.242392524852949,0.428507704513169
"203439_s_at",7.16445424055,0.116074629300003,0.242951921612622,0.429243677760817
"219437_s_at",7.8181843661,-0.271959824799996,0.24331827139158,0.429637912992784
"212407_at",8.4779544278,0.145320231600005,0.244106770836511,0.430732737188637
"215901_at",4.64630021295,0.0867873769000012,0.244347038455116,0.430732737188637
"221338_at",4.9896125931,-0.0775823871999979,0.24436903956502,0.430732737188637
"215650_at",5.98100273415,0.0645317559000009,0.244722791738922,0.430964547496977
"216750_at",7.9007514872,-0.0873653179999989,0.244787862978283,0.430964547496977
"205484_at",8.54708848595,0.0932336209000049,0.244989406570295,0.431048774601252
"215463_at",5.66263568235,0.0947394905000039,0.245123069823245,0.431048774601252
"203995_at",7.5664553641,-0.119888155999996,0.245270361633445,0.431055117106231
"AFFX-DapX-3_at",4.43299583355,0.0616080631000031,0.245516909624319,0.431235789738266
"202860_at",9.4453841236,0.0935154088000054,0.245996607197709,0.431825524630268
"201511_at",9.24245069665,0.0862710575000083,0.246587697681955,0.432529467766296
"205953_at",7.73679133075,0.107242948100001,0.246741286054773,0.432529467766296
"220737_at",7.2511216692,0.149849393400003,0.2468301496053,0.432529467766296
"208280_at",5.2654449193,0.107994484400004,0.247281253978439,0.433066994708299
"220899_at",5.11041966855,0.0947941041000036,0.247567920214268,0.433316079721589
"217792_at",9.6718252038,-0.148168703999993,0.248444774360963,0.434561652309924
"217609_at",6.742562642,0.116814643400004,0.248569265121277,0.434561652309924
"220454_s_at",7.88796135005,-0.143577102299998,0.248813792137974,0.434735804550915
"204996_s_at",6.700443074,0.109049666000002,0.249003975253242,0.434814857834532
"202055_at",8.2140095216,-0.183718482199994,0.249581633206194,0.435570040499466
"210870_s_at",5.2885388311,-0.081003329199997,0.249767139953325,0.435640360383706
"200659_s_at",9.4963915634,0.153213196400008,0.250546058440207,0.436745017618025
"211044_at",6.1770343625,-0.100485509199996,0.251532128013405,0.43820928225332
"204659_s_at",6.26404817805,0.120358693100003,0.251737319261483,0.438312221581224
"221670_s_at",9.1484968221,0.0962434444000024,0.252078386102842,0.43865148393766
"220204_s_at",6.5349337107,0.134333099800004,0.252889592327508,0.439635846053045
"210536_s_at",6.4975021007,0.113952940600003,0.252941335512914,0.439635846053045
"222208_s_at",6.14106830505,-0.0663527056999973,0.253083702044536,0.439635846053045
"211781_x_at",6.2155396763,-0.106769118199997,0.25387781905462,0.440760102525381
"207696_at",4.11163415675,0.118735689500003,0.254545311462827,0.441596741147165
"217499_x_at",8.95017051235,0.279449015700001,0.254654120728198,0.441596741147165
"212524_x_at",5.8289290755,-0.101909984999998,0.255285788645325,0.442313612887073
"220884_at",4.33487965185,0.1093842525,0.255393424684135,0.442313612887073
"204663_at",8.65202392645,-0.141287858899997,0.255630288636824,0.442313612887073
"210392_x_at",6.62424605175,0.0957144693000007,0.255657268248728,0.442313612887073
"216351_x_at",5.98231902705,0.119183747100004,0.255813699648906,0.442329163658051
"204762_s_at",6.36887440985,0.128698570500004,0.256733817015584,0.443664430326469
"203902_at",4.80445279885,0.085730950700003,0.257240958764402,0.44409328592571
"216845_x_at",6.53233358305,0.097004731700002,0.257278043646294,0.44409328592571
"206454_s_at",5.9409404972,0.0618404568000024,0.258296163664568,0.445594301894021
"200595_s_at",9.09654797535,0.122825610700005,0.259203425145074,0.446895755264927
"206996_x_at",6.6993819607,0.110450017000003,0.259348503305413,0.446895755264927
"202159_at",7.93322213715,0.0987324479000034,0.259895341264677,0.447580955105643
"221348_at",5.02293502995,0.169393280500005,0.260301789589728,0.448023734233611
"220745_at",7.8880240254,0.183108769200003,0.261977916740423,0.450650086136049
"214883_at",7.79166438405,0.0983810027000009,0.262460457557667,0.451221417004585
"212926_at",7.46316810445,0.214261312300003,0.26269066719963,0.451358534707268
"214843_s_at",9.31248591455,-0.232656165699998,0.264611886397537,0.454399346990619
"207796_x_at",6.1545484109,0.105919698400001,0.265379493867998,0.455364702782265
"215793_at",5.37286937135,0.101881824700001,0.26547762172206,0.455364702782265
"202977_s_at",5.60283615785,0.0969063631000022,0.267133037006783,0.457866102828509
"205834_s_at",7.53665675125,0.0946669101000062,0.267428109352371,0.457866102828509
"214912_at",6.5295426927,-0.0931452717999957,0.267679244605298,0.457866102828509
"217697_at",4.6406117138,0.0906997458000021,0.267708371296096,0.457866102828509
"220820_at",5.36228201625,0.100172637300002,0.26783336116119,0.457866102828509
"207988_s_at",11.096299111,-0.0984419659999958,0.267851670154678,0.457866102828509
"220860_at",4.8019477055,0.102109812600004,0.268632629441708,0.458939571939137
"208876_s_at",5.1048314913,0.129256956200003,0.269245641980017,0.459284204797926
"205120_s_at",7.8694508717,-0.248619004799996,0.269266348763385,0.459284204797926
"214980_at",7.3572063001,-0.0827112539999968,0.269293638746517,0.459284204797926
"217217_at",5.4582737064,0.100305750000004,0.269449891348114,0.459289587525194
"222028_at",7.1362487988,-0.198140986999997,0.269888223837285,0.459313135083054
"210954_s_at",6.00551228585,0.113454609100001,0.270057347479021,0.459313135083054
"206001_at",6.90027729045,0.0802794639000002,0.270058802297475,0.459313135083054
"205241_at",9.14721767625,0.229523015700003,0.270076123428836,0.459313135083054
"217548_at",6.74311315395,0.142527986500004,0.27096719328405,0.460567467338328
"210587_at",4.56115845645,0.0746323727000018,0.271275920234644,0.460831121576405
"211407_at",4.359186918,0.0890096024000027,0.27175077800555,0.461376533116383
"211390_at",5.0722184514,0.0603903824000014,0.273751803555206,0.46429050496646
"219639_x_at",9.2136648069,-0.139305832599995,0.273776634428556,0.46429050496646
"220460_at",5.95229937155,0.122668770100003,0.274687110185369,0.465194151513395
"211341_at",5.1478511555,0.226527714000005,0.274743489907447,0.465194151513395
"216490_x_at",4.587394031,0.082561587399999,0.274774678827246,0.465194151513395
"218000_s_at",5.8175606034,0.120306634800005,0.275386088779277,0.465966309271195
"206578_at",5.44424120755,0.0758421045000066,0.27582560316507,0.46644690501421
"207235_s_at",6.3638915596,0.112700320200001,0.276093681223765,0.466637207702138
"200971_s_at",11.404768826,0.105154990000003,0.276271715168322,0.466675194541085
"209982_s_at",5.2770827173,0.1057990676,0.276541280409575,0.466849704701846
"217101_at",5.22104191425,0.156931062100005,0.276686258319961,0.466849704701846
"220122_at",6.8613075808,-0.196257516599998,0.277050158080349,0.467200941113573
"219398_at",7.8511674934,0.0822011008000025,0.27772653132232,0.468062174693194
"36545_s_at",6.16967034835,-0.144194659099998,0.277872911042859,0.468062174693194
"208076_at",6.35001465455,0.0910490199000051,0.279139913257927,0.469752954718341
"211155_s_at",4.97410475395,0.128471949100004,0.279189839420934,0.469752954718341
"218570_at",6.4884632823,-0.112779317599998,0.280578972990495,0.471825627226169
"210400_at",6.5566829336,-0.0839678642000008,0.281190433352018,0.472588963616837
"218255_s_at",6.67871095565,0.0977441879000018,0.281774485738513,0.473066271016239
"220992_s_at",5.53929966535,-0.1845341817,0.281923915079427,0.473066271016239
"221388_at",6.6615032783,0.128770287400003,0.281947497525678,0.473066271016239
"205667_at",6.72619003805,0.113939007900004,0.282361156841349,0.473366795934429
"215200_x_at",7.71569873615,-0.162267688299996,0.282442188240876,0.473366795934429
"209475_at",7.81714175415,-0.121799946299997,0.284221001455476,0.47608207948991
"208479_at",6.83377794095,-0.098396700299995,0.284450260580528,0.476151561698205
"207368_at",6.68381021385,0.0890023949000041,0.284579916708294,0.476151561698205
"202047_s_at",9.9808032359,-0.160989915799997,0.286293284271065,0.478751311490075
"207754_at",5.1151213875,0.0878316398000045,0.286750958446909,0.479249512724639
"214895_s_at",6.5003214319,-0.245727306599994,0.288308092609051,0.481583673623136
"206434_at",4.10905987645,0.0651342405000026,0.288728751089541,0.482017948396563
"206131_at",5.3256824915,0.0723554810000033,0.289260645394268,0.482372943604765
"213894_at",6.8464535814,0.209974223000005,0.289262975181657,0.482372943604765
"219516_at",5.6185706214,-0.0695142761999969,0.290096704284369,0.483494507140615
"214047_s_at",8.66880619705,0.145900297100001,0.290348406623333,0.483600027319641
"207974_s_at",9.97423234475,-0.147327870499996,0.290482416409998,0.483600027319641
"211218_at",5.5077152727,0.117979239400004,0.291092809645424,0.484143168693268
"220558_x_at",8.0815806575,-0.078868842399995,0.291145277367597,0.484143168693268
"204140_at",7.6283745766,0.134707438400003,0.291431837748512,0.484143168693268
"205245_at",7.21951701055,0.0914404719000048,0.291454187553347,0.484143168693268
"207197_at",6.78923562325,0.100520718900004,0.291935278091073,0.484673953665313
"207989_at",4.79579100015,0.0844615099000032,0.292324836788871,0.484853585614786
"212036_s_at",9.14891737035,0.216939886500006,0.292511983051343,0.484853585614786
"220771_at",4.08731195135,0.0595481369000019,0.292528329987587,0.484853585614786
"220476_s_at",6.4839643183,-0.0825425499999985,0.292999648152417,0.485123618861512
"220930_s_at",5.81707314275,-0.0879559226999964,0.293132004620101,0.485123618861512
"221440_s_at",5.83129542755,0.0724184397000034,0.293176373665307,0.485123618861512
"220733_at",5.44454512555,0.0840821709000013,0.29377388922689,0.485844359250644
"204908_s_at",9.1159222417,0.290922784200001,0.294997715761121,0.487599530183672
"200018_at",13.092208855,0.0729238460000126,0.29592655413743,0.488865452870203
"219487_at",5.0129810148,-0.0963792303999984,0.296701362097078,0.489875666643497
"206130_s_at",7.84268581945,0.113226712300004,0.298782621126465,0.491769140266892
"202516_s_at",5.3243006039,0.0957616116000031,0.298782757859474,0.491769140266892
"219685_at",6.69352185975,-0.215696483699995,0.298791047514411,0.491769140266892
"219285_s_at",4.4363327532,0.147354504000003,0.298795697055471,0.491769140266892
"216299_s_at",6.5242319701,0.143371337200002,0.298816664164655,0.491769140266892
"206933_s_at",7.11912767655,0.0876015975000035,0.298831714235515,0.491769140266892
"211169_s_at",4.74586884515,0.149878912500004,0.299560940851877,0.492698915874797
"208685_x_at",10.53844007155,-0.213164430299996,0.300350341920909,0.493726589459028
"201100_s_at",10.46182417775,0.163418883500002,0.300734399810122,0.494087184792096
"203331_s_at",6.45200660005,-0.0676245726999953,0.301146905923881,0.494494098397178
"214034_at",5.42617398765,-0.0689942104999961,0.302023750853383,0.495662610809709
"220255_at",6.9756320339,0.106001023400003,0.303239228799933,0.497196471439418
"210912_x_at",8.01840342815,-0.082991945499999,0.303289847578045,0.497196471439418
"208120_x_at",9.4701621096,0.112532280400007,0.303823868312497,0.497799893466681
"213842_x_at",10.20820645935,0.114139250100003,0.304662031915833,0.498900707285753
"219709_x_at",7.15301918795,0.138052452700003,0.304927535959425,0.499063070310025
"48825_at",8.24938446985,-0.067022985299996,0.305532329871778,0.499475216376766
"200680_x_at",12.2119046815,-0.0953344109999943,0.305600917596829,0.499475216376766
"218776_s_at",8.19107861615,0.114823563100002,0.30567883242258,0.499475216376766
"217762_s_at",9.80439060435,-0.277402186899993,0.306126946926529,0.499935133794006
"213300_at",8.59318528795,-0.104301247299999,0.306585156103416,0.500411027372278
"220464_at",6.9423325616,-0.0923698529999966,0.307579164097875,0.501438730471241
"205884_at",6.1151820546,-0.153506103799996,0.307711772080762,0.501438730471241
"219603_s_at",7.04970702985,0.234869958100005,0.307716234265851,0.501438730471241
"204245_s_at",8.1628801959,0.101689646200006,0.308709840078933,0.502627592065106
"215771_x_at",8.1150952765,0.113489548600004,0.308780884058663,0.502627592065106
"207680_x_at",4.95953474985,0.0879491377000008,0.3090878746938,0.502742716729577
"210909_x_at",5.61144389535,0.106798105500001,0.30918677078869,0.502742716729577
"218697_at",8.71389836935,0.1084430291,0.309592555387481,0.503129829990489
"215405_at",5.4612433444,0.118621764000002,0.309840144230388,0.503259573736417
"202830_s_at",8.19151379545,0.100078503500004,0.310131489045042,0.503460209488705
"221506_s_at",9.3633263662,-0.117843882399999,0.310400760482722,0.503624814195871
"216940_x_at",4.9239143228,0.150277163400003,0.311098854516871,0.503932154388246
"203411_s_at",10.24251721065,-0.242578513499993,0.311133519639625,0.503932154388246
"220347_at",6.62208767265,-0.115597166299999,0.311246216948778,0.503932154388246
"202840_at",6.36565434875,-0.168034957099996,0.31126209402714,0.503932154388246
"221183_at",7.67559715235,0.0908463247000064,0.312292672670981,0.505327949305794
"206992_s_at",7.3902742846,0.0891133794000041,0.31263376311415,0.505568149466227
"214021_x_at",4.9699028324,0.112376665200002,0.312778161803105,0.505568149466227
"222272_x_at",6.5191237787,0.0914761886000051,0.31320143177853,0.505979695926543
"216731_s_at",4.92370601405,-0.0801219432999982,0.313614258921383,0.506328896201253
"207814_at",7.38145427065,-0.0683979236999992,0.313755139346043,0.506328896201253
"202361_at",9.3386799503,-0.105386187399997,0.314218562186346,0.506362582643283
"204701_s_at",8.13241168115,-0.0701756188999951,0.314241923431699,0.506362582643283
"215396_at",5.5381623746,-0.101545314399996,0.314282376293931,0.506362582643283
"219425_at",6.8695960648,0.116340867800004,0.314669884742699,0.506714790245892
"220825_s_at",6.6990909942,-0.0780370261999943,0.31506943192077,0.507085995580638
"216564_at",6.3905602607,0.0702465162000019,0.315905347506265,0.508001857729219
"215478_at",4.9345336903,0.0704789810000017,0.315977155507575,0.508001857729219
"203268_s_at",7.94271791995,0.0752473763000046,0.316508273594156,0.508389859164168
"211213_at",3.9945513823,0.0667884264000009,0.316557418972889,0.508389859164168
"211364_at",7.61771337045,-0.100353145299997,0.316760704336608,0.508444148212855
"221358_at",6.13356845435,0.1019985851,0.317932176101284,0.509868141852987
"220503_at",4.0558283764,0.0554740784000014,0.317987764468979,0.509868141852987
"204097_s_at",7.19215663705,0.111375975300002,0.32002014188569,0.512852791483478
"211087_x_at",5.20660741045,0.0663656131000048,0.320364192394247,0.513048111301036
"214809_at",4.47061961735,0.0708494237000021,0.32063140228453,0.513048111301036
"206955_at",7.12524131835,0.0898158475000024,0.320655069563147,0.513048111301036
"215104_at",5.964827501,-0.0619426973999975,0.321269964733176,0.513622939710136
"210327_s_at",4.56220771825,0.0713003117000017,0.321402933105747,0.513622939710136
"207082_at",8.38017648335,0.117893040900011,0.321527960258545,0.513622939710136
"217530_at",6.9313740071,0.105329150400004,0.32173750441851,0.513684147554833
"211306_s_at",4.21716787795,0.111174725900003,0.32243962601374,0.514443447761558
"211096_at",6.5178778889,0.133761542800007,0.322572085806743,0.514443447761558
"220521_s_at",5.8574697647,0.113894269400003,0.322727522895751,0.514443447761558
"213194_at",7.64368834465,-0.172912963899997,0.323000691849584,0.514605457009428
"206258_at",5.7435837761,-0.0741497959999968,0.323390456692723,0.514952956517075
"219417_s_at",7.7889077323,-0.0900195913999955,0.323841190173004,0.515397119638733
"215637_at",7.50093973565,0.0719124013000032,0.324460062715291,0.516108265188692
"221084_at",6.7038495732,0.0985847940000006,0.324833016152486,0.516427688636703
"207204_at",4.99893892145,0.0819726941000027,0.325976506018051,0.517971143037157
"207720_at",6.18085934685,0.0755103497000027,0.326591017107217,0.518672869942642
"209715_at",6.4747165218,0.131292476000003,0.327793087977261,0.520134447880193
"211251_x_at",7.940318752,0.0991627644000026,0.327858080313815,0.520134447880193
"208330_at",6.119098202,-0.0724651999999972,0.328656388942649,0.521125352446061
"206219_s_at",7.3039836969,-0.137120236399997,0.328986533182315,0.521373269702559
"202823_at",4.72828690985,0.139092133700003,0.32943015110073,0.521800661722382
"210474_s_at",5.76958337655,-0.0849697628999966,0.32985901069195,0.522204238562454
"203477_at",8.78312043935,0.380644840700011,0.330201957838104,0.522471452275481
"217379_at",10.80431993,0.114506032000003,0.33039287086455,0.522497950761018
"207270_x_at",6.65038537995,-0.0748606670999967,0.331883637264922,0.524578984085756
"208460_at",7.9380322508,0.0970903292000038,0.332581296141644,0.525404891219028
"216693_x_at",7.9766903083,-0.213293267999997,0.332777833878689,0.525438685071614
"221673_s_at",5.6902722537,0.0788149842000019,0.333578014194384,0.526421089031935
"214991_s_at",6.29127996535,0.0968703607000041,0.333750970446247,0.526421089031935
"206947_at",5.98094548785,0.0877894087000035,0.334871013079652,0.527910162500765
"216408_at",5.13149297335,-0.0750418306999991,0.336290707006557,0.529869811459912
"213989_x_at",8.2999144819,0.0729549736000035,0.336484852741447,0.529897405892043
"218794_s_at",8.17864174635,-0.0591657276999982,0.336788998612043,0.530098109043089
"221975_s_at",5.25127867395,-0.0725168794999949,0.337033590745078,0.530204914648785
"215685_s_at",7.458812347,0.085812137000004,0.3373125886249,0.530365705385063
"202405_at",6.3897562311,-0.0853676037999955,0.338050242902925,0.531000522178943
"204662_at",7.9666597149,-0.119109941799999,0.338070332453927,0.531000522178943
"206309_at",7.10567390275,-0.0919633504999959,0.338588154495277,0.531535564356793
"207840_at",5.91218710565,-0.106631296299997,0.339110866751554,0.531644444775715
"209249_s_at",11.015125814,0.101761342000005,0.339115432356836,0.531644444775715
"206960_at",4.29282380305,0.0612212319000029,0.339616522532345,0.531644444775715
"205363_at",4.94504230045,0.121244775500004,0.339674365966576,0.531644444775715
"AFFX-TrpnX-M_at",4.71182146985,0.0866578615000027,0.33978625320489,0.531644444775715
"200620_at",11.6063679745,-0.152965278999991,0.340161734247502,0.531644444775715
"219484_at",6.8139149897,-0.108834092799996,0.340202400776211,0.531644444775715
"203990_s_at",6.48782692235,0.178203461700003,0.340237841182699,0.531644444775715
"214735_at",7.022253137,0.104985138200004,0.340252444656458,0.531644444775715
"216357_at",7.2136808693,0.0766941086000017,0.340666629957593,0.532014518413731
"207592_s_at",4.36585801165,0.110499766500002,0.341545965148143,0.533087398354808
"213956_at",8.27256496655,0.250765603900009,0.341709022345432,0.533087398354808
"207064_s_at",6.4339505577,0.0804977126000006,0.342280777097276,0.533701835390763
"215033_at",6.34704692625,0.228294946300004,0.343228499651143,0.534783176847747
"201159_s_at",7.89791750555,0.079089128300005,0.343421722308337,0.534783176847747
"214861_at",6.1165379747,0.075466318800002,0.343589268247838,0.534783176847747
"206194_at",7.9321210133,0.0909518088000043,0.343687321654152,0.534783176847747
"219051_x_at",7.13806105185,0.111124248900001,0.344157713194305,0.535196957931254
"209988_s_at",6.05663674015,0.591473024900005,0.344310042935773,0.535196957931254
"221603_at",7.02259878715,0.0832479745000008,0.344610831440804,0.535387102186645
"213352_at",7.53018707875,0.105714773700004,0.345030144267382,0.535558629606003
"220250_at",7.178692039,0.0749644862000061,0.345078277009468,0.535558629606003
"204656_at",7.9384196359,0.148461254400004,0.345960575968089,0.536650324666115
"220450_at",6.4434067386,0.103018228600003,0.346687123005598,0.537021164452551
"201275_at",9.6305297868,0.161193909400009,0.346842364430531,0.537021164452551
