rank,pathway_id,description,file,url
416,map00944,Flavone and flavonol biosynthesis,416_map00944_Flavone_and_flavonol_biosynthesis.png,https://rest.kegg.jp/get/map00944/image
417,map00942,Anthocyanin biosynthesis,417_map00942_Anthocyanin_biosynthesis.png,https://rest.kegg.jp/get/map00942/image
418,map00943,Isoflavonoid biosynthesis,418_map00943_Isoflavonoid_biosynthesis.png,https://rest.kegg.jp/get/map00943/image
419,map00946,Degradation of flavonoids,419_map00946_Degradation_of_flavonoids.png,https://rest.kegg.jp/get/map00946/image
420,map00901,Indole alkaloid biosynthesis,420_map00901_Indole_alkaloid_biosynthesis.png,https://rest.kegg.jp/get/map00901/image
421,map00403,Indole diterpene alkaloid biosynthesis,421_map00403_Indole_diterpene_alkaloid_biosynthesis.png,https://rest.kegg.jp/get/map00403/image
422,map00950,Isoquinoline alkaloid biosynthesis,422_map00950_Isoquinoline_alkaloid_biosynthesis.png,https://rest.kegg.jp/get/map00950/image
423,map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",423_map00960_Tropane_piperidine_and_pyridine_alkaloid_biosynthesis.png,https://rest.kegg.jp/get/map00960/image
424,map00996,Biosynthesis of various alkaloids,424_map00996_Biosynthesis_of_various_alkaloids.png,https://rest.kegg.jp/get/map00996/image
425,map00965,Betalain biosynthesis,425_map00965_Betalain_biosynthesis.png,https://rest.kegg.jp/get/map00965/image
426,map00966,Glucosinolate biosynthesis,426_map00966_Glucosinolate_biosynthesis.png,https://rest.kegg.jp/get/map00966/image
427,map00402,Benzoxazinoid biosynthesis,427_map00402_Benzoxazinoid_biosynthesis.png,https://rest.kegg.jp/get/map00402/image
428,map00311,Penicillin and cephalosporin biosynthesis,428_map00311_Penicillin_and_cephalosporin_biosynthesis.png,https://rest.kegg.jp/get/map00311/image
429,map00332,Carbapenem biosynthesis,429_map00332_Carbapenem_biosynthesis.png,https://rest.kegg.jp/get/map00332/image
430,map00261,Monobactam biosynthesis,430_map00261_Monobactam_biosynthesis.png,https://rest.kegg.jp/get/map00261/image
431,map00331,Clavulanic acid biosynthesis,431_map00331_Clavulanic_acid_biosynthesis.png,https://rest.kegg.jp/get/map00331/image
432,map00521,Streptomycin biosynthesis,432_map00521_Streptomycin_biosynthesis.png,https://rest.kegg.jp/get/map00521/image
433,map00525,Acarbose and validamycin biosynthesis,433_map00525_Acarbose_and_validamycin_biosynthesis.png,https://rest.kegg.jp/get/map00525/image
434,map00401,Novobiocin biosynthesis,434_map00401_Novobiocin_biosynthesis.png,https://rest.kegg.jp/get/map00401/image
435,map00404,Staurosporine biosynthesis,435_map00404_Staurosporine_biosynthesis.png,https://rest.kegg.jp/get/map00404/image
436,map00405,Phenazine biosynthesis,436_map00405_Phenazine_biosynthesis.png,https://rest.kegg.jp/get/map00405/image
437,map00333,Prodigiosin biosynthesis,437_map00333_Prodigiosin_biosynthesis.png,https://rest.kegg.jp/get/map00333/image
438,map00254,Aflatoxin biosynthesis,438_map00254_Aflatoxin_biosynthesis.png,https://rest.kegg.jp/get/map00254/image
439,map00975,Biosynthesis of various siderophores,439_map00975_Biosynthesis_of_various_siderophores.png,https://rest.kegg.jp/get/map00975/image
440,map00998,Biosynthesis of various antibiotics,440_map00998_Biosynthesis_of_various_antibiotics.png,https://rest.kegg.jp/get/map00998/image
441,map00999,Biosynthesis of various plant secondary metabolites,441_map00999_Biosynthesis_of_various_plant_secondary_metabolites.png,https://rest.kegg.jp/get/map00999/image
442,map00997,Biosynthesis of various other secondary metabolites,442_map00997_Biosynthesis_of_various_other_secondary_metabolites.png,https://rest.kegg.jp/get/map00997/image
443,map00362,Benzoate degradation,443_map00362_Benzoate_degradation.png,https://rest.kegg.jp/get/map00362/image
444,map00627,Aminobenzoate degradation,444_map00627_Aminobenzoate_degradation.png,https://rest.kegg.jp/get/map00627/image
445,map00364,Fluorobenzoate degradation,445_map00364_Fluorobenzoate_degradation.png,https://rest.kegg.jp/get/map00364/image
446,map00625,Chloroalkane and chloroalkene degradation,446_map00625_Chloroalkane_and_chloroalkene_degradation.png,https://rest.kegg.jp/get/map00625/image
447,map00361,Chlorocyclohexane and chlorobenzene degradation,447_map00361_Chlorocyclohexane_and_chlorobenzene_degradation.png,https://rest.kegg.jp/get/map00361/image
448,map00623,Toluene degradation,448_map00623_Toluene_degradation.png,https://rest.kegg.jp/get/map00623/image
449,map00622,Xylene degradation,449_map00622_Xylene_degradation.png,https://rest.kegg.jp/get/map00622/image
450,map00633,Nitrotoluene degradation,450_map00633_Nitrotoluene_degradation.png,https://rest.kegg.jp/get/map00633/image
451,map00642,Ethylbenzene degradation,451_map00642_Ethylbenzene_degradation.png,https://rest.kegg.jp/get/map00642/image
452,map00643,Styrene degradation,452_map00643_Styrene_degradation.png,https://rest.kegg.jp/get/map00643/image
453,map00791,Atrazine degradation,453_map00791_Atrazine_degradation.png,https://rest.kegg.jp/get/map00791/image
454,map00930,Caprolactam degradation,454_map00930_Caprolactam_degradation.png,https://rest.kegg.jp/get/map00930/image
455,map00363,Bisphenol degradation,455_map00363_Bisphenol_degradation.png,https://rest.kegg.jp/get/map00363/image
456,map00621,Dioxin degradation,456_map00621_Dioxin_degradation.png,https://rest.kegg.jp/get/map00621/image
457,map00626,Naphthalene degradation,457_map00626_Naphthalene_degradation.png,https://rest.kegg.jp/get/map00626/image
458,map00624,Polycyclic aromatic hydrocarbon degradation,458_map00624_Polycyclic_aromatic_hydrocarbon_degradation.png,https://rest.kegg.jp/get/map00624/image
459,map00365,Furfural degradation,459_map00365_Furfural_degradation.png,https://rest.kegg.jp/get/map00365/image
460,map00984,Steroid degradation,460_map00984_Steroid_degradation.png,https://rest.kegg.jp/get/map00984/image
461,map01010,Overview of biosynthetic pathways,461_map01010_Overview_of_biosynthetic_pathways.png,https://rest.kegg.jp/get/map01010/image
462,map01060,Biosynthesis of plant secondary metabolites,462_map01060_Biosynthesis_of_plant_secondary_metabolites.png,https://rest.kegg.jp/get/map01060/image
463,map01061,Biosynthesis of phenylpropanoids,463_map01061_Biosynthesis_of_phenylpropanoids.png,https://rest.kegg.jp/get/map01061/image
464,map01062,Biosynthesis of terpenoids and steroids,464_map01062_Biosynthesis_of_terpenoids_and_steroids.png,https://rest.kegg.jp/get/map01062/image
465,map01063,Biosynthesis of alkaloids derived from shikimate pathway,465_map01063_Biosynthesis_of_alkaloids_derived_from_shikimate_pathway.png,https://rest.kegg.jp/get/map01063/image
466,map01064,"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid",466_map01064_Biosynthesis_of_alkaloids_derived_from_ornithine_lysine_and_nicotinic_acid.png,https://rest.kegg.jp/get/map01064/image
467,map01065,Biosynthesis of alkaloids derived from histidine and purine,467_map01065_Biosynthesis_of_alkaloids_derived_from_histidine_and_purine.png,https://rest.kegg.jp/get/map01065/image
468,map01066,Biosynthesis of alkaloids derived from terpenoid and polyketide,468_map01066_Biosynthesis_of_alkaloids_derived_from_terpenoid_and_polyketide.png,https://rest.kegg.jp/get/map01066/image
469,map01070,Biosynthesis of plant hormones,469_map01070_Biosynthesis_of_plant_hormones.png,https://rest.kegg.jp/get/map01070/image
470,map01220,Degradation of aromatic compounds,470_map01220_Degradation_of_aromatic_compounds.png,https://rest.kegg.jp/get/map01220/image
471,map01310,Nitrogen cycle,471_map01310_Nitrogen_cycle.png,https://rest.kegg.jp/get/map01310/image
472,map03230,Viral genome structure,472_map03230_Viral_genome_structure.png,https://rest.kegg.jp/get/map03230/image
473,map03240,Viral replication,473_map03240_Viral_replication.png,https://rest.kegg.jp/get/map03240/image
474,map03262,Virion - Coronavirus,474_map03262_Virion_-_Coronavirus.png,https://rest.kegg.jp/get/map03262/image
475,map03261,Virion - Influenza virus,475_map03261_Virion_-_Influenza_virus.png,https://rest.kegg.jp/get/map03261/image
476,map03263,Virion - Enterovirus,476_map03263_Virion_-_Enterovirus.png,https://rest.kegg.jp/get/map03263/image
477,map03268,Virion - Orthopoxvirus,477_map03268_Virion_-_Orthopoxvirus.png,https://rest.kegg.jp/get/map03268/image
478,map03259,Virion - Bacteriophages T4 and T7,478_map03259_Virion_-_Bacteriophages_T4_and_T7.png,https://rest.kegg.jp/get/map03259/image
479,map03258,Virion - Bacteriophage lambda,479_map03258_Virion_-_Bacteriophage_lambda.png,https://rest.kegg.jp/get/map03258/image
480,map02060,Phosphotransferase system (PTS),480_map02060_Phosphotransferase_system_PTS.png,https://rest.kegg.jp/get/map02060/image
481,map03070,Bacterial secretion system,481_map03070_Bacterial_secretion_system.png,https://rest.kegg.jp/get/map03070/image
482,map02020,Two-component system,482_map02020_Two-component_system.png,https://rest.kegg.jp/get/map02020/image
483,map04013,MAPK signaling pathway - fly,483_map04013_MAPK_signaling_pathway_-_fly.png,https://rest.kegg.jp/get/map04013/image
484,map04016,MAPK signaling pathway - plant,484_map04016_MAPK_signaling_pathway_-_plant.png,https://rest.kegg.jp/get/map04016/image
485,map04011,MAPK signaling pathway - yeast,485_map04011_MAPK_signaling_pathway_-_yeast.png,https://rest.kegg.jp/get/map04011/image
486,map04341,Hedgehog signaling pathway - fly,486_map04341_Hedgehog_signaling_pathway_-_fly.png,https://rest.kegg.jp/get/map04341/image
487,map04391,Hippo signaling pathway - fly,487_map04391_Hippo_signaling_pathway_-_fly.png,https://rest.kegg.jp/get/map04391/image
488,map04075,Plant hormone signal transduction,488_map04075_Plant_hormone_signal_transduction.png,https://rest.kegg.jp/get/map04075/image
489,map04149,Peroxisome - yeast,489_map04149_Peroxisome_-_yeast.png,https://rest.kegg.jp/get/map04149/image
490,map04138,Autophagy - yeast,490_map04138_Autophagy_-_yeast.png,https://rest.kegg.jp/get/map04138/image
491,map04139,Mitophagy - yeast,491_map04139_Mitophagy_-_yeast.png,https://rest.kegg.jp/get/map04139/image
492,map04111,Cell cycle - yeast,492_map04111_Cell_cycle_-_yeast.png,https://rest.kegg.jp/get/map04111/image
493,map04112,Cell cycle - Caulobacter,493_map04112_Cell_cycle_-_Caulobacter.png,https://rest.kegg.jp/get/map04112/image
494,map04113,Meiosis - yeast,494_map04113_Meiosis_-_yeast.png,https://rest.kegg.jp/get/map04113/image
495,map04214,Apoptosis - fly,495_map04214_Apoptosis_-_fly.png,https://rest.kegg.jp/get/map04214/image
496,map02024,Quorum sensing,496_map02024_Quorum_sensing.png,https://rest.kegg.jp/get/map02024/image
497,map05111,Biofilm formation - Vibrio cholerae,497_map05111_Biofilm_formation_-_Vibrio_cholerae.png,https://rest.kegg.jp/get/map05111/image
498,map02025,Biofilm formation - Pseudomonas aeruginosa,498_map02025_Biofilm_formation_-_Pseudomonas_aeruginosa.png,https://rest.kegg.jp/get/map02025/image
499,map02026,Biofilm formation - Escherichia coli,499_map02026_Biofilm_formation_-_Escherichia_coli.png,https://rest.kegg.jp/get/map02026/image
500,map02030,Bacterial chemotaxis,500_map02030_Bacterial_chemotaxis.png,https://rest.kegg.jp/get/map02030/image
501,map02040,Flagellar assembly,501_map02040_Flagellar_assembly.png,https://rest.kegg.jp/get/map02040/image
502,map04624,Toll and Imd signaling pathway,502_map04624_Toll_and_Imd_signaling_pathway.png,https://rest.kegg.jp/get/map04624/image
503,map04745,Phototransduction - fly,503_map04745_Phototransduction_-_fly.png,https://rest.kegg.jp/get/map04745/image
504,map04320,Dorso-ventral axis formation,504_map04320_Dorso-ventral_axis_formation.png,https://rest.kegg.jp/get/map04320/image
505,map04361,Axon regeneration,505_map04361_Axon_regeneration.png,https://rest.kegg.jp/get/map04361/image
506,map04212,Longevity regulating pathway - worm,506_map04212_Longevity_regulating_pathway_-_worm.png,https://rest.kegg.jp/get/map04212/image
507,map04711,Circadian rhythm - fly,507_map04711_Circadian_rhythm_-_fly.png,https://rest.kegg.jp/get/map04711/image
508,map04712,Circadian rhythm - plant,508_map04712_Circadian_rhythm_-_plant.png,https://rest.kegg.jp/get/map04712/image
509,map04626,Plant-pathogen interaction,509_map04626_Plant-pathogen_interaction.png,https://rest.kegg.jp/get/map04626/image
510,map01501,beta-Lactam resistance,510_map01501_beta-Lactam_resistance.png,https://rest.kegg.jp/get/map01501/image
511,map01502,Vancomycin resistance,511_map01502_Vancomycin_resistance.png,https://rest.kegg.jp/get/map01502/image
512,map01503,Cationic antimicrobial peptide (CAMP) resistance,512_map01503_Cationic_antimicrobial_peptide_CAMP_resistance.png,https://rest.kegg.jp/get/map01503/image
513,map07011,Penicillins,513_map07011_Penicillins.png,https://rest.kegg.jp/get/map07011/image
514,map07012,Cephalosporins - parenteral agents,514_map07012_Cephalosporins_-_parenteral_agents.png,https://rest.kegg.jp/get/map07012/image
515,map07013,Cephalosporins - oral agents,515_map07013_Cephalosporins_-_oral_agents.png,https://rest.kegg.jp/get/map07013/image
516,map07021,Aminoglycosides,516_map07021_Aminoglycosides.png,https://rest.kegg.jp/get/map07021/image
517,map07019,Tetracyclines,517_map07019_Tetracyclines.png,https://rest.kegg.jp/get/map07019/image
518,map07020,Macrolides and ketolides,518_map07020_Macrolides_and_ketolides.png,https://rest.kegg.jp/get/map07020/image
519,map07014,Quinolones,519_map07014_Quinolones.png,https://rest.kegg.jp/get/map07014/image
520,map07023,Rifamycins,520_map07023_Rifamycins.png,https://rest.kegg.jp/get/map07023/image
521,map07026,Antifungal agents,521_map07026_Antifungal_agents.png,https://rest.kegg.jp/get/map07026/image
522,map07044,Antiviral agents,522_map07044_Antiviral_agents.png,https://rest.kegg.jp/get/map07044/image
523,map07053,Anti-HIV agents,523_map07053_Anti-HIV_agents.png,https://rest.kegg.jp/get/map07053/image
524,map07040,Antineoplastics - alkylating agents,524_map07040_Antineoplastics_-_alkylating_agents.png,https://rest.kegg.jp/get/map07040/image
525,map07041,Antineoplastics - antimetabolic agents,525_map07041_Antineoplastics_-_antimetabolic_agents.png,https://rest.kegg.jp/get/map07041/image
526,map07042,Antineoplastics - agents from natural products,526_map07042_Antineoplastics_-_agents_from_natural_products.png,https://rest.kegg.jp/get/map07042/image
527,map07043,Antineoplastics - hormones,527_map07043_Antineoplastics_-_hormones.png,https://rest.kegg.jp/get/map07043/image
528,map07045,Antineoplastics - protein kinase inhibitors,528_map07045_Antineoplastics_-_protein_kinase_inhibitors.png,https://rest.kegg.jp/get/map07045/image
529,map07032,Hypnotics,529_map07032_Hypnotics.png,https://rest.kegg.jp/get/map07032/image
530,map07030,Anxiolytics,530_map07030_Anxiolytics.png,https://rest.kegg.jp/get/map07030/image
531,map07033,Anticonvulsants,531_map07033_Anticonvulsants.png,https://rest.kegg.jp/get/map07033/image
532,map07015,Local analgesics,532_map07015_Local_analgesics.png,https://rest.kegg.jp/get/map07015/image
533,map07039,Opioid analgesics,533_map07039_Opioid_analgesics.png,https://rest.kegg.jp/get/map07039/image
534,map07028,Antipsychotics,534_map07028_Antipsychotics.png,https://rest.kegg.jp/get/map07028/image
535,map07029,Antipsychotics - phenothiazines,535_map07029_Antipsychotics_-_phenothiazines.png,https://rest.kegg.jp/get/map07029/image
536,map07031,Antipsychotics - butyrophenones,536_map07031_Antipsychotics_-_butyrophenones.png,https://rest.kegg.jp/get/map07031/image
537,map07027,Antidepressants,537_map07027_Antidepressants.png,https://rest.kegg.jp/get/map07027/image
538,map07056,Agents for Alzheimer-type dementia,538_map07056_Agents_for_Alzheimer-type_dementia.png,https://rest.kegg.jp/get/map07056/image
539,map07057,Antiparkinsonian agents,539_map07057_Antiparkinsonian_agents.png,https://rest.kegg.jp/get/map07057/image
540,map07055,Sulfonamide derivatives - overview,540_map07055_Sulfonamide_derivatives_-_overview.png,https://rest.kegg.jp/get/map07055/image
541,map07016,Sulfonamide derivatives - sulfa drugs,541_map07016_Sulfonamide_derivatives_-_sulfa_drugs.png,https://rest.kegg.jp/get/map07016/image
542,map07017,Sulfonamide derivatives - diuretics,542_map07017_Sulfonamide_derivatives_-_diuretics.png,https://rest.kegg.jp/get/map07017/image
543,map07018,Sulfonamide derivatives - hypoglycemic agents,543_map07018_Sulfonamide_derivatives_-_hypoglycemic_agents.png,https://rest.kegg.jp/get/map07018/image
544,map07037,Antiarrhythmic drugs,544_map07037_Antiarrhythmic_drugs.png,https://rest.kegg.jp/get/map07037/image
545,map07038,Antiulcer drugs,545_map07038_Antiulcer_drugs.png,https://rest.kegg.jp/get/map07038/image
546,map07046,Immunosuppressive agents,546_map07046_Immunosuppressive_agents.png,https://rest.kegg.jp/get/map07046/image
547,map07047,Osteoporosis drugs,547_map07047_Osteoporosis_drugs.png,https://rest.kegg.jp/get/map07047/image
548,map07048,Antimigraines,548_map07048_Antimigraines.png,https://rest.kegg.jp/get/map07048/image
549,map07049,Antithrombosis agents,549_map07049_Antithrombosis_agents.png,https://rest.kegg.jp/get/map07049/image
550,map07050,Antirheumatics - DMARDs and biological agents,550_map07050_Antirheumatics_-_DMARDs_and_biological_agents.png,https://rest.kegg.jp/get/map07050/image
551,map07051,Antidiabetics,551_map07051_Antidiabetics.png,https://rest.kegg.jp/get/map07051/image
552,map07052,Antidyslipidemic agents,552_map07052_Antidyslipidemic_agents.png,https://rest.kegg.jp/get/map07052/image
553,map07054,Antiglaucoma agents,553_map07054_Antiglaucoma_agents.png,https://rest.kegg.jp/get/map07054/image
554,map07220,Cholinergic and anticholinergic drugs,554_map07220_Cholinergic_and_anticholinergic_drugs.png,https://rest.kegg.jp/get/map07220/image
555,map07215,alpha-Adrenergic receptor agonists/antagonists,555_map07215_alpha-Adrenergic_receptor_agonistsantagonists.png,https://rest.kegg.jp/get/map07215/image
556,map07214,beta-Adrenergic receptor agonists/antagonists,556_map07214_beta-Adrenergic_receptor_agonistsantagonists.png,https://rest.kegg.jp/get/map07214/image
557,map07213,Dopamine receptor agonists/antagonists,557_map07213_Dopamine_receptor_agonistsantagonists.png,https://rest.kegg.jp/get/map07213/image
558,map07212,Histamine H1 receptor antagonists,558_map07212_Histamine_H1_receptor_antagonists.png,https://rest.kegg.jp/get/map07212/image
559,map07227,Histamine H2/H3 receptor agonists/antagonists,559_map07227_Histamine_H2H3_receptor_agonistsantagonists.png,https://rest.kegg.jp/get/map07227/image
560,map07211,Serotonin receptor agonists/antagonists,560_map07211_Serotonin_receptor_agonistsantagonists.png,https://rest.kegg.jp/get/map07211/image
561,map07228,Eicosanoid receptor agonists/antagonists,561_map07228_Eicosanoid_receptor_agonistsantagonists.png,https://rest.kegg.jp/get/map07228/image
562,map07224,Opioid receptor agonists/antagonists,562_map07224_Opioid_receptor_agonistsantagonists.png,https://rest.kegg.jp/get/map07224/image
563,map07229,Angiotensin receptor and endothelin receptor antagonists,563_map07229_Angiotensin_receptor_and_endothelin_receptor_antagonists.png,https://rest.kegg.jp/get/map07229/image
564,map07225,Glucocorticoid and mineralocorticoid receptor agonists/antagonists,564_map07225_Glucocorticoid_and_mineralocorticoid_receptor_agonistsantagonists.png,https://rest.kegg.jp/get/map07225/image
565,map07226,"Progesterone, androgen and estrogen receptor agonists/antagonists",565_map07226_Progesterone_androgen_and_estrogen_receptor_agonistsantagonists.png,https://rest.kegg.jp/get/map07226/image
566,map07223,Retinoic acid receptor (RAR) and retinoid X receptor (RXR) agonists/antagonists,566_map07223_Retinoic_acid_receptor_RAR_and_retinoid_X_receptor_RXR_agonistsantagonists.png,https://rest.kegg.jp/get/map07223/image
567,map07222,Peroxisome proliferator-activated receptor (PPAR) agonists,567_map07222_Peroxisome_proliferator-activated_receptor_PPAR_agonists.png,https://rest.kegg.jp/get/map07222/image
568,map07221,Nicotinic cholinergic receptor antagonists,568_map07221_Nicotinic_cholinergic_receptor_antagonists.png,https://rest.kegg.jp/get/map07221/image
569,map07230,GABA-A receptor agonists/antagonists,569_map07230_GABA-A_receptor_agonistsantagonists.png,https://rest.kegg.jp/get/map07230/image
570,map07036,Calcium channel blocking drugs,570_map07036_Calcium_channel_blocking_drugs.png,https://rest.kegg.jp/get/map07036/image
571,map07231,Sodium channel blocking drugs,571_map07231_Sodium_channel_blocking_drugs.png,https://rest.kegg.jp/get/map07231/image
572,map07232,Potassium channel blocking and opening drugs,572_map07232_Potassium_channel_blocking_and_opening_drugs.png,https://rest.kegg.jp/get/map07232/image
573,map07235,N-Methyl-D-aspartic acid (NMDA) receptor antagonists,573_map07235_N-Methyl-D-aspartic_acid_NMDA_receptor_antagonists.png,https://rest.kegg.jp/get/map07235/image
574,map07233,Ion transporter inhibitors,574_map07233_Ion_transporter_inhibitors.png,https://rest.kegg.jp/get/map07233/image
575,map07234,Neurotransmitter transporter inhibitors,575_map07234_Neurotransmitter_transporter_inhibitors.png,https://rest.kegg.jp/get/map07234/image
576,map07216,Catecholamine transferase inhibitors,576_map07216_Catecholamine_transferase_inhibitors.png,https://rest.kegg.jp/get/map07216/image
577,map07219,Cyclooxygenase inhibitors,577_map07219_Cyclooxygenase_inhibitors.png,https://rest.kegg.jp/get/map07219/image
578,map07024,HMG-CoA reductase inhibitors,578_map07024_HMG-CoA_reductase_inhibitors.png,https://rest.kegg.jp/get/map07024/image
579,map07217,Renin-angiotensin system inhibitors,579_map07217_Renin-angiotensin_system_inhibitors.png,https://rest.kegg.jp/get/map07217/image
580,map07218,HIV protease inhibitors,580_map07218_HIV_protease_inhibitors.png,https://rest.kegg.jp/get/map07218/image
581,map07025,Quinolines,581_map07025_Quinolines.png,https://rest.kegg.jp/get/map07025/image
582,map07034,Eicosanoids,582_map07034_Eicosanoids.png,https://rest.kegg.jp/get/map07034/image
583,map07035,Prostaglandins,583_map07035_Prostaglandins.png,https://rest.kegg.jp/get/map07035/image
584,map07110,Benzoic acid family,584_map07110_Benzoic_acid_family.png,https://rest.kegg.jp/get/map07110/image
585,map07112,"1,2-Diphenyl substitution family",585_map07112_12-Diphenyl_substitution_family.png,https://rest.kegg.jp/get/map07112/image
586,map07114,Naphthalene family,586_map07114_Naphthalene_family.png,https://rest.kegg.jp/get/map07114/image
587,map07117,Benzodiazepine family,587_map07117_Benzodiazepine_family.png,https://rest.kegg.jp/get/map07117/image
